person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y,debt_to_income,income_per_emp_year,high_loan_ratio,credit_score,actual_default,predicted_default,default_probability,risk_band
34.0,68000,1.0,15000,11.78,0.22,7.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.2205882352941176,34000.0,0,576.295406932033,0,0,0.04350147451624547,C - Medium Risk
36.0,63177,3.0,6250,7.49,0.1,12.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0989284074900676,15794.25,0,580.782943352946,0,0,0.037470506656714114,C - Medium Risk
21.0,40000,0.0,1775,6.54,0.04,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.044375,40000.0,0,564.3346477335134,0,0,0.06440712913026601,C - Medium Risk
33.0,69000,3.0,15000,10.62,0.22,7.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.217391304347826,17250.0,0,532.9910166438145,1,0,0.16943052613111137,D - High Risk
34.0,62000,1.0,6000,7.49,0.1,9.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0967741935483871,31000.0,0,542.9978911712047,0,0,0.1260350251732091,D - High Risk
21.0,32400,1.0,10000,11.48,0.31,2.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0.3086419753086419,16200.0,1,450.46178275355703,1,1,0.7808414497087854,E - Very High Risk
22.0,66000,6.0,10000,11.49,0.15,4.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1515151515151515,9428.57142857143,0,594.8052133217237,0,0,0.023385280940404894,C - Medium Risk
24.0,60000,1.0,15000,16.89,0.25,2.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0.25,30000.0,0,558.7908018157947,0,0,0.07700019785812455,C - Medium Risk
28.0,43500,12.0,4000,12.69,0.09,8.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0919540229885057,3346.153846153846,0,581.1592110810034,0,0,0.03700301021258136,C - Medium Risk
24.0,14400,0.0,1600,18.25,0.11,3.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.1111111111111111,14400.0,0,445.4850716608519,1,1,0.8089274972411836,E - Very High Risk
22.0,52000,6.0,6000,10.99,0.12,3.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.1153846153846153,7428.571428571428,0,519.5237602219906,1,0,0.24546837538657082,D - High Risk
22.0,48000,6.0,15000,15.96,0.31,3.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.3125,6857.142857142857,1,451.8450392714564,1,1,0.7725272197897706,E - Very High Risk
29.0,52000,4.0,10000,13.23,0.19,9.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.1923076923076923,10400.0,0,520.1121069237964,0,0,0.24171139750084875,D - High Risk
22.0,95000,0.0,5750,10.99,0.06,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0605263157894736,41430.5,0,577.1779293892654,0,0,0.0422464440547194,C - Medium Risk
29.0,54000,12.0,10000,11.71,0.19,7.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.1851851851851851,4153.846153846154,0,552.9080623065419,1,0,0.09279793570330844,C - Medium Risk
26.0,52000,6.0,2500,14.82,0.05,2.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0.048076923076923,7428.571428571428,0,519.9439810278662,0,0,0.2427809807872085,D - High Risk
29.0,42000,4.0,1600,19.16,0.04,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,0.0380952380952381,8400.0,0,170.47454994342593,0,1,0.9999828619919329,E - Very High Risk
40.0,115000,14.5,10000,11.11,0.09,11.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0869565217391304,7419.354838709677,0,587.1806808833563,1,0,0.03024421749096492,C - Medium Risk
39.0,29894,14.5,8000,9.63,0.27,15.5,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0.2676122298789055,1928.645161290323,0,591.3677130205982,0,0,0.026266309529188788,C - Medium Risk
22.0,26400,3.0,10000,9.88,0.38,2.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.3787878787878788,6600.0,1,435.30696131701814,1,1,0.8576372400807071,E - Very High Risk
32.0,112445,4.0,6000,5.42,0.05,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0533594201609675,22489.0,0,594.2988071744517,0,0,0.023789481740313017,C - Medium Risk
30.0,39996,8.0,10000,12.73,0.25,6.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.25002500250025,4444.0,0,538.6000318004666,0,0,0.14380225131634666,D - High Risk
27.0,80000,8.0,12800,18.67,0.16,6.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,0.16,8888.888888888889,0,438.2804840452189,0,1,0.8445852489716633,E - Very High Risk
27.0,45000,4.0,12000,8.94,0.27,6.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.2666666666666666,9000.0,0,550.1328534947804,0,0,0.10121840951200294,C - Medium Risk
27.0,24000,2.0,5000,14.72,0.21,10.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0.2083333333333333,8000.0,0,527.0750793543348,0,0,0.20026517373393582,D - High Risk
31.0,140250,12.0,2500,16.7,0.02,9.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.017825311942959,10788.46153846154,0,528.7000766997592,0,0,0.19139735556450294,D - High Risk
40.5,48000,0.0,9600,10.99,0.2,15.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2,41430.5,0,575.5548849393658,0,0,0.04458195206614948,C - Medium Risk
33.0,110000,3.0,10000,13.57,0.09,9.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0.0909090909090909,27500.0,0,576.611233433767,0,0,0.04304830220443268,C - Medium Risk
36.0,38795,4.0,2000,10.99,0.05,13.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0515530351849465,7759.0,0,560.6146611599129,0,0,0.07262618689705258,C - Medium Risk
27.0,120000,10.0,7000,5.99,0.06,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0583333333333333,10909.09090909091,0,601.1934935281749,0,0,0.018828301357362014,B - Low Risk
22.0,69500,6.0,6000,10.65,0.09,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.0863309352517985,9928.57142857143,0,540.3694891616507,0,0,0.1364154284630739,D - High Risk
38.0,56100,4.0,6100,14.79,0.09,14.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.1087344028520499,11220.0,0,545.1097385743528,1,0,0.11819120961829116,D - High Risk
26.0,102456,10.0,23000,10.99,0.24,2.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.2244866088857656,9314.181818181818,0,556.2313355263748,0,0,0.08354583232926464,C - Medium Risk
37.0,71000,11.0,11200,12.42,0.16,11.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.1577464788732394,5916.666666666667,0,568.7121082561766,0,0,0.055847269572390223,C - Medium Risk
21.0,50000,4.0,7300,11.71,0.15,3.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0.146,10000.0,0,551.9947182763839,0,0,0.09549735127176455,C - Medium Risk
34.0,140250,0.0,13000,8.49,0.06,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0926916221033868,41430.5,0,598.0284560476927,0,0,0.02096537999550464,C - Medium Risk
40.5,93000,14.5,23000,9.99,0.27,15.5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.2473118279569892,6000.0,0,617.3158088697713,0,0,0.010855772244337999,B - Low Risk
34.0,73000,7.0,20675,10.99,0.28,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2832191780821917,9125.0,0,593.5447510998033,0,0,0.024404009197770787,C - Medium Risk
24.0,70000,1.0,23000,10.62,0.36,2.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3285714285714285,35000.0,1,529.1095534289218,0,0,0.18921064811045557,D - High Risk
26.0,125000,3.0,23000,15.28,0.19,4.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.184,31250.0,0,545.3035943047854,0,0,0.11749278513062118,D - High Risk
25.0,47000,6.0,6000,11.71,0.13,2.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.1276595744680851,6714.285714285715,0,560.767184428177,0,0,0.07227096591290096,C - Medium Risk
23.0,58000,4.0,1200,15.23,0.02,4.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,0.0206896551724137,11600.0,0,546.1088914117993,0,0,0.11462965289831409,D - High Risk
29.0,140250,4.0,5000,13.06,0.03,7.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.035650623885918,28050.0,0,572.985142273614,0,0,0.048533075869781284,C - Medium Risk
32.0,47900,2.0,11000,7.51,0.23,7.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.2296450939457202,15966.666666666666,0,559.0449103370946,0,0,0.07637662026775166,C - Medium Risk
21.0,16800,0.0,6000,10.39,0.36,4.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3571428571428571,16800.0,1,467.00705848778347,1,1,0.6675580549606175,E - Very High Risk
31.0,29736,4.0,7000,6.92,0.24,8.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.2354048964218455,5947.2,0,549.2822061250976,0,0,0.10393211639575933,D - High Risk
24.0,88400,8.0,5000,10.99,0.05,4.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.0565610859728506,9822.222222222224,0,479.19610844343526,1,1,0.5682514942596256,E - Very High Risk
35.0,26400,14.5,6600,5.99,0.25,8.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.25,1703.225806451613,0,640.076798015124,0,0,0.00496196573068006,B - Low Risk
29.0,40000,9.0,5000,6.99,0.13,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.125,4000.0,0,587.0686516317287,0,0,0.030358301273824453,C - Medium Risk
27.0,132000,2.0,15000,11.12,0.11,5.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0.1136363636363636,41430.5,0,559.4403155033747,0,0,0.07541551153735175,C - Medium Risk
25.0,49716,6.0,8000,9.32,0.16,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1609139914715584,7102.285714285715,0,568.4158959807386,0,0,0.05639105008600559,C - Medium Risk
40.5,140250,9.0,15000,12.53,0.11,15.5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.106951871657754,14025.0,0,625.8973111369755,0,0,0.008085573502017569,B - Low Risk
23.0,102000,0.0,23000,16.77,0.29,2.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0.2254901960784313,41430.5,0,581.4934893234933,0,0,0.03659239272946874,C - Medium Risk
22.0,55000,1.0,15000,12.84,0.27,3.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0.2727272727272727,27500.0,0,544.7696791126534,0,0,0.11942506296137544,D - High Risk
27.0,37404,4.0,6000,5.42,0.16,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.1604106512672441,7480.8,0,608.9882327514404,0,0,0.014435396256123174,B - Low Risk
36.0,52660,2.0,15000,13.16,0.28,13.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.284846183061147,17553.333333333332,0,530.6774911384695,0,0,0.18101469472885684,D - High Risk
38.0,70000,14.5,17000,6.03,0.24,13.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2428571428571428,4516.129032258064,0,611.5371653827616,0,0,0.013231035514345277,B - Low Risk
28.0,86000,12.0,15600,5.99,0.18,7.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1813953488372093,6615.384615384615,0,612.4447562368665,0,0,0.012826589590985973,B - Low Risk
23.0,73500,1.0,12000,12.99,0.16,2.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0.1632653061224489,36750.0,0,559.2123658841315,1,0,0.07596822309418186,C - Medium Risk
23.0,40000,7.0,4000,7.51,0.1,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.1,5000.0,0,570.8173991235747,0,0,0.052122372912513065,C - Medium Risk
33.0,49548,6.0,2800,12.84,0.06,8.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0.056510858157746,7078.285714285715,0,542.880310600636,0,0,0.12648457521450215,D - High Risk
26.0,130000,5.0,23000,18.25,0.27,4.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.1769230769230769,21666.666666666668,0,566.3916907278004,0,0,0.06024227441357333,C - Medium Risk
30.0,57000,3.0,9000,17.93,0.16,6.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.1578947368421052,14250.0,0,473.35528582769507,1,1,0.6170742669598959,E - Very High Risk
27.0,42000,4.0,2850,13.48,0.07,7.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0678571428571428,8400.0,0,562.0995738227016,1,0,0.06923538571338278,C - Medium Risk
40.5,95000,2.0,21600,13.92,0.23,12.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.2273684210526315,31666.666666666668,0,627.9487039080683,0,0,0.00753486273276144,B - Low Risk
31.0,62050,5.0,5800,14.11,0.08,10.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0.0934730056406124,10341.666666666666,0,461.12305009704943,1,1,0.7111724826951755,E - Very High Risk
25.0,42000,4.0,1925,6.17,0.05,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.0458333333333333,8400.0,0,578.9313457739983,0,0,0.0398548987912266,C - Medium Risk
23.0,49000,6.0,9600,5.42,0.2,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1959183673469387,7000.0,0,567.7537068054695,0,0,0.057624735991877535,C - Medium Risk
25.0,90000,9.0,6000,6.99,0.07,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0666666666666666,9000.0,0,594.9405929298098,0,0,0.023278364699045106,C - Medium Risk
22.0,31000,7.0,9250,14.11,0.3,4.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0.2983870967741935,3875.0,0,435.0669828885011,1,1,0.8586496941329934,E - Very High Risk
31.0,60000,7.0,7000,10.99,0.12,7.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.1166666666666666,7500.0,0,596.4807823372375,0,0,0.022095107479611138,C - Medium Risk
27.0,26880,1.0,3000,5.79,0.11,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.1116071428571428,13440.0,0,531.5644233404637,0,0,0.17650232824955916,D - High Risk
28.0,75000,6.0,8000,7.9,0.11,6.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.1066666666666666,10714.285714285714,0,580.6159754798737,0,0,0.037679770754546586,C - Medium Risk
31.0,53000,7.0,4550,11.03,0.09,6.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0858490566037735,6625.0,0,586.3717817597794,0,0,0.031077367258416817,C - Medium Risk
28.0,90000,12.0,21000,11.36,0.23,8.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.2333333333333333,6923.076923076923,0,607.0066078497283,0,0,0.015445774131291319,B - Low Risk
27.0,44544,4.0,16425,14.27,0.37,5.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.3687365301724138,8908.8,1,428.1578021249827,1,1,0.8852966689119608,E - Very High Risk
23.0,56400,4.0,4000,11.49,0.07,4.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0709219858156028,11280.0,0,582.8961728117944,0,0,0.03491668882104165,C - Medium Risk
23.0,29472,3.0,11000,13.49,0.37,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.3732356134636265,7368.0,1,405.7646206307635,1,1,0.9437291343224017,E - Very High Risk
23.0,56525,1.0,15000,11.48,0.23,4.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.2653693056169836,28262.5,0,517.4150007572788,1,0,0.2592548592030578,D - High Risk
22.0,37342,3.0,4500,11.03,0.12,2.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0.1205077392748112,9335.5,0,546.1668949402839,0,0,0.11442579132620481,D - High Risk
26.0,19200,3.0,2000,6.17,0.1,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.1041666666666666,4800.0,0,533.696358578003,0,0,0.1660182358428915,D - High Risk
24.0,54000,8.0,1200,13.11,0.02,3.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,0.0222222222222222,6000.0,0,628.4526766315244,0,0,0.007405364896084009,B - Low Risk
21.0,50000,5.0,8500,10.65,0.17,2.0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0.17,8333.333333333334,0,560.0464738440878,0,0,0.07396367927566382,C - Medium Risk
24.0,84000,1.0,12000,6.91,0.14,2.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.1428571428571428,41430.5,0,574.5443139729035,0,0,0.04609778981879166,C - Medium Risk
27.0,36000,3.0,2500,9.63,0.07,7.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0694444444444444,9000.0,0,556.1686325815397,0,0,0.08371236980941135,C - Medium Risk
24.0,41000,3.0,6000,8.9,0.15,3.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.1463414634146341,10250.0,0,558.4902525324115,0,0,0.07774376198098246,C - Medium Risk
26.0,95000,10.0,5000,9.88,0.05,2.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0526315789473684,8636.363636363636,0,610.8031178317926,0,0,0.013567327805938658,B - Low Risk
22.0,20400,4.0,5000,12.42,0.25,2.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.2450980392156862,4080.0,0,517.6766001852628,0,0,0.25751754603624577,D - High Risk
34.0,106000,3.0,9000,7.88,0.08,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0849056603773584,26500.0,0,594.9225722417114,0,0,0.023292568985481914,C - Medium Risk
24.0,101000,5.0,23000,12.53,0.24,3.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0.2277227722772277,16833.333333333332,0,673.3427193953022,0,0,0.001571914281710256,A - Very Low Risk
21.0,38400,0.0,12200,10.99,0.32,2.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0.3177083333333333,38400.0,1,535.1055231753585,0,0,0.15936614765209586,D - High Risk
30.0,30809,1.0,11200,11.99,0.36,8.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0.3635301372975429,15404.5,1,423.47329055961006,1,1,0.9007804552682916,E - Very High Risk
28.0,45000,0.0,4000,10.99,0.09,8.0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.0888888888888888,41430.5,0,559.6188393210393,0,0,0.07498522461284733,C - Medium Risk
27.0,46000,2.0,4000,12.53,0.09,9.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.0869565217391304,15333.333333333334,0,562.7229569506991,1,0,0.0678560224852903,C - Medium Risk
33.0,77000,9.0,12000,7.29,0.16,10.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1558441558441558,7700.0,0,605.2818522072536,0,0,0.01638161948895455,B - Low Risk
40.5,35004,12.0,1500,7.37,0.04,12.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.0428522454576619,2692.6153846153848,0,552.7538841200972,0,0,0.09324875832035237,C - Medium Risk
26.0,92000,0.0,5600,11.46,0.06,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0608695652173913,41430.5,0,567.9760474853396,0,0,0.05720770612293766,C - Medium Risk
